id,name,email,phone,numbers,subject,contact_person,designation,user_id,pipeline_id,stage_id,sources,products,test,detail,country,labels,order,status,created_by,is_active,is_converted,date,created_at,updated_at,notes
149,CoSpace 2.0,CoSpace@gmaail.com,0330 2677223,NULL,Co-Working Software,NULL,NULL,7,1,6,NULL,NULL,,NULL,NULL,NULL,27,1,2,1,0,1/4/2024,1/4/2024 18:53,11/25/2024 18:51,NULL
150,Sowaan Workspaces,workspaces@sowaan.com,0301 1832653,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,31,1,2,1,0,1/4/2024,1/4/2024 19:03,11/25/2024 18:52,NULL
152,SandBox,sandboxkhi@gmail.com,0321 8651457,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,30,1,2,1,0,1/4/2024,1/4/2024 19:06,11/25/2024 18:52,NULL
153,CoSpace 1.0,cospace1.0@gmail.com,0330 2677223,NULL,Co-Working Software,NULL,NULL,7,1,3,NULL,NULL,,NULL,NULL,NULL,1,1,2,1,0,1/4/2024,1/4/2024 19:11,8/10/2024 13:03,NULL
154,Station021,Station@gmail.com,0326 0729216,NULL,Co-Working Software,NULL,NULL,7,1,6,NULL,NULL,,NULL,NULL,NULL,25,1,2,1,0,1/4/2024,1/4/2024 19:14,11/25/2024 18:51,NULL
155,CoSpace 3.0,Cospace3.0@gmail.com,0330 2677223,NULL,Co-Working Software,NULL,NULL,7,1,6,NULL,NULL,,NULL,NULL,NULL,26,1,2,1,0,1/4/2024,1/4/2024 19:15,11/25/2024 18:51,NULL
156,Seeds Coworking,info@visitseeds.com,(021) 35373337,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,29,1,2,1,0,1/4/2024,1/4/2024 19:24,11/25/2024 18:52,NULL
157,WorkSpace | Gulshan,worksapcegulshan@gmail.com,0336 6688331,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,28,1,2,1,0,1/4/2024,1/4/2024 19:25,11/25/2024 18:52,<p>Not Interested....</p>
158,Orange Workspace,orange@gmail.com,0336 4672643,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,27,1,2,1,0,1/4/2024,1/4/2024 19:27,11/25/2024 18:52,<p>Not Interested.............</p>
159,Ra'ad-co,info@raad.pk,0336 7223276,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,26,1,2,1,0,1/4/2024,1/4/2024 19:29,11/25/2024 18:52,NULL
160,Agile Space,agilespacepk@gmail.com,0333 2052279,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,25,1,2,1,0,1/4/2024,1/4/2024 19:32,11/25/2024 18:52,NULL
161,The Bullpen,info@thebullpen.pk,0336 1112855,NULL,Co-Working Software,NULL,NULL,7,1,2,,,,NULL,NULL,NULL,3,1,2,1,0,1/4/2024,1/4/2024 19:34,2/7/2024 15:24,NULL
162,CoSpace 4.0,CoSpace4.0@gmail.com,0330 2677223,NULL,Co-Working Software,NULL,NULL,7,1,6,NULL,NULL,,NULL,NULL,NULL,24,1,2,1,0,1/4/2024,1/4/2024 19:35,11/25/2024 18:51,NULL
163,CoWorker.pk,Coworker.pk,0331 0109999,NULL,Co-Working Software,NULL,NULL,7,1,6,NULL,NULL,,NULL,NULL,NULL,23,1,2,1,0,1/4/2024,1/4/2024 19:38,11/25/2024 18:51,NULL
164,Ezspace Pakistan,Ezspace@gmail.com,0335 7771981,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,24,1,2,1,0,1/4/2024,1/4/2024 19:42,11/25/2024 18:52,NULL
165,Daftar Coworking Space Branch II,Daftarco-working@gmail.com,Not Available,NULL,Co-Working Software,NULL,NULL,7,1,6,NULL,NULL,,NULL,NULL,NULL,22,1,2,1,0,1/4/2024,1/4/2024 19:44,11/25/2024 18:51,NULL
166,The Hive at Clifton,sales@thehive.pk,(021) 37131410,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,23,1,2,1,0,1/4/2024,1/4/2024 19:45,11/25/2024 18:52,NULL
167,CoSpace 5.0,Cospace5.0@gmail.com,0330 2677223,NULL,Co-Working Software,NULL,NULL,7,1,6,NULL,NULL,,NULL,NULL,NULL,21,1,2,1,0,1/4/2024,1/4/2024 20:20,11/25/2024 18:51,NULL
168,X-ENT,X-ent@gmail.com,0312 2018087,NULL,Co-Working Software,NULL,NULL,7,1,6,NULL,NULL,,NULL,NULL,NULL,20,1,2,1,0,1/4/2024,1/4/2024 20:21,11/25/2024 18:51,NULL
169,DotZero,Dotzero@gmail.com,(021) 34556352,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,22,1,2,1,0,1/4/2024,1/4/2024 20:22,11/25/2024 18:52,NULL
170,Wepronex Space,hello@coworkbooking.com,0331 6204942,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,21,1,2,1,0,1/4/2024,1/4/2024 20:23,11/25/2024 18:52,NULL
171,Strathhub,Strathhub@gmail.com,0332 1028995,NULL,Co-Working Software,NULL,NULL,7,1,6,NULL,NULL,,NULL,NULL,NULL,19,1,2,1,0,1/4/2024,1/4/2024 20:24,11/25/2024 18:51,NULL
172,Promax Technology,Promax@gmail.com,0336 3057782,NULL,Co-Working Software,NULL,NULL,7,1,6,NULL,NULL,,NULL,NULL,NULL,18,1,2,1,0,1/4/2024,1/4/2024 20:25,11/25/2024 18:51,NULL
173,The Bunker,bunker@gmail.com,0321 2986360,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,20,1,2,1,0,1/4/2024,1/4/2024 20:27,11/25/2024 18:52,NULL
174,Creative CoWorking,Creative@gmail.com,0303 9398028,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,19,1,2,1,0,1/4/2024,1/4/2024 20:28,11/25/2024 18:52,NULL
175,Next Desk,Nextdesk@gmail.com,0336 1113375,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,16,1,2,1,0,1/4/2024,1/4/2024 20:29,11/25/2024 18:52,<p>Not Interested..........</p>
176,Thriving Space 2.0,hello@thrivingspace.com,0331 6204942,NULL,Co-Working Software,NULL,NULL,7,1,6,NULL,NULL,,NULL,NULL,NULL,17,1,2,1,0,1/4/2024,1/4/2024 20:31,11/25/2024 18:51,NULL
177,Nucleus Co Working Space,sales@nucleus.com.pk,(021) 32640280,NULL,Co-Working Software,NULL,NULL,7,1,6,NULL,NULL,,NULL,NULL,NULL,14,1,2,1,0,1/4/2024,1/4/2024 20:32,11/25/2024 18:51,NULL
178,Z house,Zhouse@gmail.com,0301 8227804,NULL,Co-Working Software,NULL,NULL,7,1,6,NULL,NULL,,NULL,NULL,NULL,16,1,2,1,0,1/4/2024,1/4/2024 20:34,11/25/2024 18:51,NULL
179,SpaceShare Coworking Space,spaceshare@gmail.com,0300 2391612,NULL,Co-Working Software,NULL,NULL,7,1,6,NULL,NULL,,NULL,NULL,NULL,15,1,2,1,0,1/4/2024,1/4/2024 20:35,11/25/2024 18:51,NULL
180,iWork Karachi,iwork@gmail.com,0300 9287816,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,18,1,2,1,0,1/4/2024,1/4/2024 20:36,11/25/2024 18:52,NULL
181,Creators Space,Creatorsspace@gmail.com,0313 2278303,NULL,Co-Working Software,NULL,NULL,7,1,6,NULL,NULL,,NULL,NULL,NULL,13,1,2,1,0,1/4/2024,1/4/2024 20:39,11/25/2024 18:51,NULL
182,Fusion4,info@fusion4.com.pk,(021) 35247218,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,17,1,2,1,0,1/4/2024,1/4/2024 20:41,11/25/2024 18:52,NULL
184,1Comm,1comm@gmail.com,0343 9151187,NULL,Co-Working Software,NULL,NULL,7,1,6,NULL,NULL,,NULL,NULL,NULL,12,1,2,1,0,1/4/2024,1/4/2024 20:43,11/25/2024 18:51,NULL
185,ZapSpace,ZapSpace@gmail.com,0332 2558557,NULL,Co-Working Software,NULL,NULL,7,1,6,NULL,NULL,,NULL,NULL,NULL,11,1,2,1,0,1/4/2024,1/4/2024 20:46,11/25/2024 18:51,NULL
186,Notion360,bookspace@notion360.pk,0321 2300315,NULL,Co-Working Software,NULL,NULL,7,1,6,NULL,NULL,,NULL,NULL,NULL,10,1,2,1,0,1/4/2024,1/4/2024 20:48,11/25/2024 18:51,NULL
187,Workyard,workyard@gmail.com,0331 2330996,NULL,Co-Working Software,NULL,NULL,7,1,6,NULL,NULL,,NULL,NULL,NULL,9,1,2,1,0,1/4/2024,1/4/2024 20:49,11/25/2024 18:51,NULL
188,COLABS Karachi,omar@colabs.pk,0300 8496079,NULL,Co-Working Software,Omar Shah,NULL,7,1,6,4,21,,NULL,NULL,NULL,8,1,2,1,0,1/4/2024,1/4/2024 20:52,12/16/2024 15:40,NULL
189,Adamjee Coworking,adamjee@gmail.com,0301 2702164,NULL,Co-Working Software,NULL,NULL,7,1,6,NULL,NULL,,NULL,NULL,NULL,6,1,2,1,0,1/4/2024,1/4/2024 20:54,11/25/2024 18:51,NULL
191,Co-Web Spaces,co-web@gmail.com,0332 9990106,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,14,1,2,1,0,1/4/2024,1/4/2024 20:56,11/25/2024 18:52,NULL
192,COVURC,vurc@covurc.com,0333 5444678,NULL,Co-Working Software,NULL,NULL,7,1,4,,,,NULL,NULL,NULL,0,1,2,1,0,1/4/2024,1/4/2024 21:00,11/25/2024 18:52,NULL
193,MindfulStudioKarachi,Mindful@gmail.com,Not Available,NULL,Co-Working Software,NULL,NULL,7,1,6,NULL,NULL,,NULL,NULL,NULL,5,1,2,1,0,1/4/2024,1/4/2024 21:02,11/25/2024 18:51,NULL
194,The Team,Team@gmail.com,(021) 35883508,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,10,1,2,1,0,1/4/2024,1/4/2024 21:04,11/25/2024 18:52,NULL
195,First Office,firstoffice@gmail.com,0315 6466446,NULL,Co-Working Software,NULL,NULL,7,1,6,NULL,NULL,,NULL,NULL,NULL,4,1,2,1,0,1/4/2024,1/4/2024 21:05,11/25/2024 18:51,NULL
196,codesk.pk,codes@gmail.com,0300 0723172,NULL,Co-Working Software,NULL,NULL,7,1,6,NULL,NULL,,NULL,NULL,NULL,3,1,2,1,0,1/4/2024,1/4/2024 21:06,11/25/2024 18:51,NULL
197,Nexus Sharedspace,Nexus@gmail.com,9.23E+11,NULL,Co-Working Software,Waqar Malik,CEO,7,1,7,"2,3,5,4",20,,NULL,NULL,NULL,0,1,2,1,0,1/4/2024,1/4/2024 21:08,1/30/2025 17:58,NULL
198,JS Business Lounge,JS@gmail.com,0314 3599771,NULL,Co-Working Software,NULL,NULL,7,1,6,NULL,NULL,,NULL,NULL,NULL,1,1,2,1,0,1/4/2024,1/4/2024 21:09,11/25/2024 18:51,NULL
199,Mastoorah,Mastoorah@gmail.com,0315 2560777,NULL,Co-Working Software,NULL,NULL,7,1,7,NULL,NULL,,NULL,NULL,NULL,3,1,2,1,10,1/4/2024,1/4/2024 21:11,11/25/2024 18:51,NULL
200,Base and Hive,sales@thehive.pk,(021) 37294583,NULL,Co-Working Software,Nazim Khan,GM Operations and Finance,7,1,7,2,20,,NULL,NULL,NULL,4,1,2,1,0,1/4/2024,1/4/2024 21:13,1/22/2025 17:18,NULL
201,Multiverse Co Space,info@multiversecospace.com,not Available,NULL,Co-Working Software,Rayyan Ashfaque,CEO,7,1,6,"2,3,5",20,,NULL,NULL,4,0,1,2,1,0,1/4/2024,1/4/2024 21:14,1/22/2025 18:14,NULL
202,Workspace201,workspace@gmail.com,0304 8294323,NULL,Co-Working Software,NULL,NULL,7,1,2,NULL,NULL,,NULL,NULL,NULL,4,1,2,1,0,1/22/2024,1/22/2024 17:56,2/7/2024 15:24,NULL
203,ZapSpace,contact@zapspace.co,0332 2558557,NULL,Co-Working Software,NULL,NULL,7,1,1,NULL,NULL,,NULL,NULL,NULL,15,1,2,1,0,1/22/2024,1/22/2024 18:00,11/25/2024 15:17,NULL
205,CalmKaaj,hello@calmkaajorg,3190506784,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,15,1,2,1,0,1/22/2024,1/22/2024 18:26,11/25/2024 18:52,NULL
206,The Desk,info@desk.pk,518442556,NULL,Co-Working Software,NULL,NULL,7,1,1,NULL,NULL,,NULL,NULL,NULL,14,1,2,1,0,1/22/2024,1/22/2024 18:36,11/25/2024 15:17,NULL
207,Workpad-Coworking,info@workpadcoworking.com,3116660011,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,6,1,2,1,0,1/22/2024,1/22/2024 18:47,11/25/2024 18:52,NULL
208,Krixsen Co-Work,hello@krixsen.com,3327877747,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,8,1,2,1,0,1/22/2024,1/22/2024 18:59,11/25/2024 18:52,NULL
209,KNCT,ops.kncthub@gmail.com,3330008655,NULL,Co-Working Software,NULL,NULL,7,1,1,NULL,NULL,,NULL,NULL,NULL,11,1,2,1,0,1/22/2024,1/22/2024 19:11,11/25/2024 15:17,NULL
210,Elevate-Coworking Space,info@elevatecoworkingspace.com,3361181009,NULL,Co-Working Software,NULL,NULL,7,1,5,,7,,NULL,NULL,NULL,9,1,2,1,0,1/22/2024,1/22/2024 19:16,11/25/2024 18:52,<p>Do not need it.</p>
211,Junction Co-Working,jcoworkingspace@gmail.com,516124424,NULL,Co-Working Software,NULL,NULL,7,1,6,,,,NULL,NULL,NULL,2,1,2,1,0,1/22/2024,1/22/2024 19:25,11/25/2024 18:51,NULL
212,loomnest,info@loomnest.pk,512745795,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,11,1,2,1,0,1/22/2024,1/22/2024 19:34,11/25/2024 18:52,"<p>Not in need, but will contact in future if needed.</p>"
213,Prestige,azq@gmail.com,3068999959,NULL,Co-Working Software,NULL,NULL,7,1,1,NULL,NULL,,NULL,NULL,NULL,12,1,2,1,0,1/22/2024,1/22/2024 19:41,11/25/2024 15:17,NULL
214,CLUSTER - Co-working,register@cluster.pk,3468560160,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,12,1,2,1,0,1/22/2024,1/22/2024 19:56,11/25/2024 18:52,NULL
215,HLB Co-working Space,Info@hlbcoworking.pk,0314 5362123,NULL,Co-Working Software,NULL,NULL,7,1,1,NULL,NULL,,NULL,NULL,NULL,13,1,2,1,0,1/22/2024,1/22/2024 19:58,11/25/2024 15:17,NULL
216,Togetherpk.Com Affordable Co-Working Space,Together@gmail.com,0321 2897022,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,13,1,2,1,0,1/22/2024,1/22/2024 20:07,11/25/2024 18:52,<p>They do not need it at the moment.</p>
217,COLLISION,info@co-llision.com,3000861000,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,1,1,2,1,0,1/22/2024,1/22/2024 20:36,11/25/2024 18:52,NULL
218,The Cube,hello@thecube.pk,3111222080,NULL,Co-Working Software,NULL,NULL,7,1,2,,,,NULL,NULL,NULL,5,1,2,1,0,1/22/2024,1/22/2024 20:44,2/7/2024 15:24,NULL
219,Kickstart Coworking Space,ali.asghar@kickstart.pk,0333 0596162,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,2,1,2,1,0,1/22/2024,1/22/2024 21:14,11/25/2024 18:52,NULL
220,TecHub Pakistan,sales@techub.com.pk,3098880684,NULL,Co-Working Software,Fahad Ali,CEO,7,1,1,"5,3",20,,NULL,NULL,NULL,6,1,2,1,0,1/22/2024,1/22/2024 21:16,1/30/2025 18:13,NULL
221,Workbench,info@workbench.pk,3041045057,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,7,1,2,1,0,1/23/2024,1/23/2024 17:47,11/25/2024 18:52,NULL
223,Growth Coworking Space,info@growthspace.pk,3252002002,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,3,1,2,1,0,1/23/2024,1/23/2024 18:20,11/25/2024 18:52,NULL
224,Focused,info@focused.com.pk,3171110522,NULL,Co-Working Software,NULL,NULL,7,1,5,2,8,,NULL,NULL,NULL,4,1,2,1,0,1/23/2024,1/23/2024 18:32,11/25/2024 18:52,NULL
225,Ventures.pk,findventurespk@gmail.com,3334301007,NULL,Co-Working Software,NULL,NULL,7,1,3,,,,NULL,NULL,NULL,2,1,2,1,0,1/23/2024,1/23/2024 21:54,8/10/2024 13:03,NULL
226,Bridge,Hello@bridgepk.com,3361312345,NULL,Co-Working Software,NULL,NULL,7,1,3,NULL,NULL,,NULL,NULL,NULL,3,1,2,1,0,1/24/2024,1/24/2024 18:11,8/10/2024 13:03,NULL
227,Co Working Space Dha Karachi- Alpha Den,info@alphaden.pk,0301 0090051,NULL,Co-Working Software,NULL,NULL,7,1,5,,,,NULL,NULL,NULL,5,1,2,1,0,1/24/2024,1/24/2024 19:49,11/25/2024 18:52,NULL
232,Spaces One Oxford,Oxford@gmail.com,1 888-327-3615,NULL,America,NULL,NULL,7,1,1,NULL,NULL,,NULL,NULL,NULL,7,1,2,1,0,1/27/2024,1/27/2024 20:57,11/25/2024 15:17,NULL
235,Regus - Columbia Town Center II,RegusColumbia@gmail.com,+1 410-740-8700,NULL,America,NULL,NULL,7,1,1,NULL,NULL,,NULL,NULL,NULL,8,1,2,1,0,1/27/2024,1/27/2024 21:10,11/25/2024 15:17,NULL
237,Outright Coworking,outrightcoworking@gmail.com,0335 9202266,NULL,Coworking Software,NULL,NULL,7,1,1,NULL,NULL,,NULL,NULL,NULL,9,1,2,1,0,1/27/2024,1/27/2024 21:16,11/25/2024 15:17,NULL
245,Regus - Albuquerque - Two Park Square Center,RegusAlbuquerque@gmail.com,+1 505-563-5500,NULL,America,NULL,NULL,7,1,1,NULL,NULL,,NULL,NULL,NULL,10,1,2,1,0,1/30/2024,1/30/2024 20:43,11/25/2024 15:17,NULL
260,Regus - Beaverton - AmberGlen,RegusBeaverton@gmail.com,+1 971-327-4000,NULL,America,NULL,NULL,7,1,1,NULL,NULL,,NULL,NULL,NULL,2,1,2,1,0,1/31/2024,1/31/2024 17:19,11/25/2024 15:17,NULL
277,Spaces - Chevy Chase - Chase Tower,SpacesChase@gmail.com,+1 240-760-2700,NULL,America,NULL,NULL,7,1,1,NULL,NULL,,NULL,NULL,NULL,3,1,2,1,0,1/31/2024,1/31/2024 20:39,11/25/2024 15:17,NULL
285,Spaces - Seattle - 2 and U,SpacesSeattle@gmail.com,+1 888-866-9799,NULL,America,NULL,NULL,7,1,1,NULL,NULL,,NULL,NULL,NULL,4,1,2,1,0,1/31/2024,1/31/2024 21:45,11/25/2024 15:17,NULL
903,Uzair,Uafta,75373,NULL,Tets,NULL,NULL,7,1,1,NULL,NULL,,NULL,NULL,"4,38",1,1,2,1,0,11/9/2024,11/9/2024 20:28,11/25/2024 15:26,NULL
915,Arslan Alvi,iamarslanalvi@gmail.com,101,NULL,Required Coworking management system,NULL,NULL,6,1,2,,,,NULL,NULL,"2,4",0,1,2,1,0,11/15/2024,11/15/2024 10:40,9/23/2025 10:01,NULL
1113,Saywhat,will@saywhat.ai,NULL,NULL,cworkit sample,Will McTighe,Co-Founder,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1114,King Street Ventures,nick@kingstreetventures.com,NULL,NULL,cworkit sample,Nick Fuller,Chief Executive Officer,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1115,Tiatros Inc.,kcerrone@tiatros.com,'+1 415-378-2838,NULL,cworkit sample,Kimberlie Cerrone,Founder and CEO,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1116,ImpacterAI,manny@impacter.ai,NULL,NULL,cworkit sample,Manny Fernandez,Co-Founder / CEO,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1117,TalentLNX,joey.johnson@talentlnx.com,'+1 949-414-5331,NULL,cworkit sample,Joey Johnson,"Co-Founder, Managing Partner",66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1118,Zangoh,shrey@zangoh.com,'+91 60855 67675,NULL,cworkit sample,Shrey Sharma,Founder & CEO,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1119,Leen,akash@leen.ai,NULL,NULL,cworkit sample,Akash Bhat,Co-Founder,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1120,Dynamiq,vitalii@getdynamiq.ai,NULL,NULL,cworkit sample,Vitalii Duk,Founder & CEO,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1121,BioPharma Connections,tjohnk@biopharmaconnections.com,'+1 415-246-6018,NULL,cworkit sample,Teresa Johnk,Chief Executive Officer,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1122,Keep Financial,rob@keepfinancial.com,'+1 801-871-5337,NULL,cworkit sample,Rob Frohwein,co-founder & chief keeper,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1123,Summer Tiger Fund,eric.gu@summertiger.com,NULL,NULL,cworkit sample,Eric Gu,Founder,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1124,Otom.ai,harry@otom.ai,NULL,NULL,cworkit sample,Harry Lee,CEO & Co-founder,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1125,Page One Ventures,mo@pageone.vc,'+1 650-799-4384,NULL,cworkit sample,Mo El-Bibany,Founder & General Partner,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1126,AdSemble,matthew@adsemble.com,'+1 855-972-7336,NULL,cworkit sample,Matthew Olivieri,CEO at AdSemble 🚀 Launch Your Own Self-Service Billboard Ads,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1127,Narrator,ahmed@narrator.ai,'+1 347-913-3121,NULL,cworkit sample,Ahmed Elsamadisi,Founder/CEO,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1128,ZippiAi Inc,upinder@zippiai.com,NULL,NULL,cworkit sample,Upinder Singh,Co-founder & CEO,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1129,Psilocybin San Francisco,milica@bizdelics.com,NULL,NULL,cworkit sample,Milica Mandic,Founder,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1130,SynthLabs,francis@synthlabs.ai,NULL,NULL,cworkit sample,Francis Desouza,Co-Founder,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1131,OpenVC,steph@openvc.app,NULL,NULL,cworkit sample,Stephane Nasser,Co-Founder,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1132,UCR,wei@ucr.bot,NULL,NULL,cworkit sample,Wei Ding,Co-Founder & CEO,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1133,Instead,andrew@instead.com,'+1 303-258-7696,NULL,cworkit sample,Andrew Argue,Founder and CEO,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1134,Cenergim,mehran.dabbagh@cenergim.com,'+1 650-309-4000,NULL,cworkit sample,Mehran Dabbagh,Founder & CEO | Innovation | Marketing | Co-innovation Platform,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1135,Recruiting Accelerator,jon@recruitingaccelerator.com,'+1 415-602-1710,NULL,cworkit sample,Jon Chintanaroad,Founder and CEO,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1136,NanoVMs,ian@nanovms.com,'+1 833-626-6867,NULL,cworkit sample,Ian Eyberg,CEO,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1137,CodeParrot (YC W23),vedant@codeparrot.ai,NULL,NULL,cworkit sample,Vedant Agarwala,"Co-Founder, CTO",66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1138,Impact Home Loans Inc.,robert@easylowrate.com,'+1 888-564-2887,NULL,cworkit sample,Robert Sinohue,Co-Founder,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1139,Aragon.ai,wesley@aragon.ai,'+1 413-636-6304,NULL,cworkit sample,Wesley Tian,Co-Founder & CEO,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1140,Colorfull,garrett@colorfull.ai,NULL,NULL,cworkit sample,Garrett Serviss,Founder & CEO,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1141,HoloPert HoloGraphics,ethans@trcrobotics.com,NULL,NULL,cworkit sample,Ethan Schur,Chief Executive Officer,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1142,Variate Health,mike@variatehealth.com,NULL,NULL,cworkit sample,Mike Mack,Co-CEO & Co-Founder,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1143,Growth Marketing Pro,hailey@growthmarketingpro.com,NULL,NULL,cworkit sample,Hailey Friedman,Co-Founder,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
1144,Arrow AI,rolan@getarrow.ai,'+1 202-555-0144,NULL,cworkit sample,Rolan Reichel,CEO & Founder,66,1,6,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,11/29/2024,11/29/2024 15:20,11/29/2024 15:20,NULL
