id,name,email,phone,numbers,subject,contact_person,designation,user_id,pipeline_id,stage_id,sources,products,nill,detail,country,labels,order,status,created_by,is_active,is_converted,date,created_at,updated_at,notes
8360,Coworking en Santander MCW,https://minicoworkingsantander.es/,+34 659 57 39 31,,Coworking en Santander MCW,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8361,Santander Lab,https://santanderlab.com/,+34 942 18 18 30,,Santander Lab,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8362,PAS Rural Coliving,https://pascoliving.co/,+34 622 18 60 36,,PAS Rural Coliving,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8363,"Regus - Oviedo, Mendizábal",https://www.regus.com/es-es/spain/oviedo/calle-san-francisco-2-bajo-5818?utm_source=google_uberall&utm_medium=places&utm_campaign=uberall&utm_content=uberall,+34 917 90 46 41,,"Regus - Oviedo, Mendizábal",NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8364,small dream coworking for kids,NULL,+34 638 02 70 16,,small dream coworking for kids,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8365,Business and Work,http://www.businessandwork.es/,+34 984 48 00 88,,Business and Work,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8366,Coworking La Florida,http://irinaheivy.com/,+34 659 93 48 87,,Coworking La Florida,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8367,ESPACIO COWORKER,http://espaciocoworker.com/,+34 609 43 12 47,,ESPACIO COWORKER,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8368,Centro de Actividades La Florida,http://www.centrodeactividadeslaflorida.com/,+34 622 30 30 12,,Centro de Actividades La Florida,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8369,Diseño O Barbarie,http://barbarie.co/,+34 985 70 95 50,,Diseño O Barbarie,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8370,La Casa N10 · Eventos & Coworking Torrelavega,http://www.lacasan10.com/,+34 679 53 33 04,,La Casa N10 · Eventos & Coworking Torrelavega,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8371,Naranco Centro de Negocios,https://centrodenegociosnaranco.com/,+34 984 70 35 87,,Naranco Centro de Negocios,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8372,CENTRO AMAINA,http://www.centroamaina.com/,+34 942 13 34 41,,CENTRO AMAINA,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8373,Santander Work Café - Banco Santander,http://www.bancosantander.es/,+34 985 25 47 80,,Santander Work Café - Banco Santander,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8374,Centro de Negocios Flexion Working Piñole,http://www.flexionworking.com/,+34 684 64 86 35,,Centro de Negocios Flexion Working Piñole,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8375,Regus,https://www.regus.com/es-es/spain/santander/calle-juan-de-herrera-5929?utm_source=google_uberall&utm_medium=places&utm_campaign=uberall&utm_content=uberall,+34 917 93 67 40,,Regus,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8376,EL BOSQUE Centro de Negocios|Coworking,http://espacioselbosque.es/,+34 684 62 64 07,,EL BOSQUE Centro de Negocios|Coworking,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8377,Oviedo Emprende,https://oviedoemprende.es/oviedo-emprende/servicios/,+34 984 28 24 30,,Oviedo Emprende,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8378,Coworking COP,http://www.academiacop.es/,+34 942 31 34 19,,Coworking COP,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8379,Planilandia SL - 230 Coworking,https://230coworking.com/,+34 942 03 63 84,,Planilandia SL - 230 Coworking,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8380,Business Center La Curtidora,http://www.curtidora.com/,+34 985 55 18 33,,Business Center La Curtidora,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8381,LA CAJA,NULL,+34 627 36 99 00,,LA CAJA,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8382,Coworking Llanes,NULL,+34 692 20 03 00,,Coworking Llanes,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8383,Espacio Coworking Corvera CREA,https://www.corvera.es/corvera-crea,+34 985 51 56 79,,Espacio Coworking Corvera CREA,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8384,HABITABLIA ESPACIO,NULL,+34 984 83 56 27,,HABITABLIA ESPACIO,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8385,Municipal Business Center Gijon S.A.,https://www.gijonimpulsa.es/,+34 984 84 71 00,,Municipal Business Center Gijon S.A.,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8386,COWORK NARANCO Espacio de Coworking en Oviedo,https://www.soitupro.com/coworking-en-oviedo-en-oviedo-asturias-cowork-naranco-1284.htm,+34 606 78 89 64,,COWORK NARANCO Espacio de Coworking en Oviedo,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8387,Gijón Impulsa - Edificio Cristasa,https://www.gijon.es/es/directorio/edificio-cristasa,+34 984 84 71 00,,Gijón Impulsa - Edificio Cristasa,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8388,ALQUILER OFICINAS GIJON,https://www.hegar.es/centro-negocios-gijon/,+34 985 93 03 03,,ALQUILER OFICINAS GIJON,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8389,Centro de Negocios CrossWork,http://www.centrocrosswork.com/,+34 619 40 70 53,,Centro de Negocios CrossWork,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8390,BOTANIC AND NATURA,https://sites.google.com/s/1PxvECQyy1eroYWzNh5xWhXNQagaiNkCJ/p/1Nx6QYx0ZQhFtQS4byvIlHAYwDZ_HhFX9/edit,+34 637 08 74 83,,BOTANIC AND NATURA,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8391,Canon Business Center,NULL,+34 942 67 41 21,,Canon Business Center,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8392,Proyecto Quijote,NULL,+34 669 99 76 53,,Proyecto Quijote,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8393,Enlaza Consultoría de Género y Diversidad,https://www.enlazaconsultoria.es/,+34 633 85 44 39,,Enlaza Consultoría de Género y Diversidad,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8394,Hegar Alquiler de Espacios en Gijón | Coworking y oficinas,https://www.hegar.es/,+34 985 93 03 03,,Hegar Alquiler de Espacios en Gijón | Coworking y oficinas,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8395,Vivero de Empresas de Cabranes,https://www.cabranes.es/vivero-de-empresas#.WsOEBC5ubow,+34 985 89 80 02,,Vivero de Empresas de Cabranes,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8396,Centro de Negocios Sardinero,https://www.cnsardinero.com/,+34 942 01 60 50,,Centro de Negocios Sardinero,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8397,Centro de Negocios Oviedo,http://www.centrodenegociosoviedo.com/,+34 984 15 18 21,,Centro de Negocios Oviedo,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8398,Entucasaoenlamia,http://www.entucasaoenlamia.info/,+34 661 70 65 01,,Entucasaoenlamia,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8399,Psicosuri,NULL,+34 652 51 44 54,,Psicosuri,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8400,Espacio Unquera,https://www.espaciounquera.es/,+34 942 06 03 07,,Espacio Unquera,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8401,Multiactividades Coworking Astillero,NULL,+34 622 94 58 00,,Multiactividades Coworking Astillero,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8402,El Camaleón de Rubik,https://elcamaleonderubik.com/,+34 684 64 43 94,,El Camaleón de Rubik,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8403,eWave Coworking Mallorca,http://www.ewavemallorca.com/,+34 659 86 71 20,,eWave Coworking Mallorca,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8404,Coworking Son Dameto,NULL,+34 661 77 50 20,,Coworking Son Dameto,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8405,No Mads Coworking,https://www.nomadspalma.com/,+34 636 39 70 02,,No Mads Coworking,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8406,Coworking Junts,http://coworkingjunts.es/,+34 667 60 48 65,,Coworking Junts,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8407,Cowai-Coworking,https://cowai.es/,+34 617 10 92 44,,Cowai-Coworking,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8408,Cómodo&Co Arxiduc,http://www.coworking-palma.com/,+34 971 57 89 14,,Cómodo&Co Arxiduc,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8409,Espacio Pulpo,NULL,+34 871 02 08 99,,Espacio Pulpo,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8410,Coworking PalmaActiva,http://web.palmaactiva.com/centre-empreses/,+34 900 139 138,,Coworking PalmaActiva,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8411,Nidus Coworking & Office,http://www.nidus39.com/,+34 871 94 89 99,,Nidus Coworking & Office,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8412,ARKOWORKING Coworking Space,http://arkoworking.com/,+34 609 28 54 52,,ARKOWORKING Coworking Space,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8413,COWORKING LEKEITIO,http://www.coworkinglekeitio.com/,+34 664 50 02 59,,COWORKING LEKEITIO,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8414,Where to Work Coworking Mallorca,https://palma.wheretowork.eu/,+34 871 55 65 11,,Where to Work Coworking Mallorca,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8415,Coowo Coworking Mallorca,https://www.coowo.es/,+34 678 82 63 17,,Coowo Coworking Mallorca,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8416,Mallorca Office,http://www.mallorcaoffice.es/,+34 971 70 68 82,,Mallorca Office,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8417,B&E 74 Espacio Empresarial,NULL,+34 628 30 63 66,,B&E 74 Espacio Empresarial,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8418,BOLD Coworking Mallorca,https://boldcoworking.cargo.site/,+34 613 53 53 21,,BOLD Coworking Mallorca,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8419,Join Coworking Office,https://joincoworkingoffice.com/,+34 638 58 39 33,,Join Coworking Office,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8420,"Regus - Palma De Mallorca, Palma",https://www.regus.com/es-es/spain/palma-de-mallorca/gremi-de-sabaters-21-3792?utm_source=google_uberall&utm_medium=places&utm_campaign=uberall&utm_content=uberall,+34 917 93 67 40,,"Regus - Palma De Mallorca, Palma",NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8421,Homey Group Mallorca,https://coworkinghomey.com/,+34 696 48 45 35,,Homey Group Mallorca,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8422,LAOFI by Salich,https://laofi.es/,+34 971 96 44 28,,LAOFI by Salich,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8423,Utòpic LAB Mallorca,NULL,+34 971 47 17 21,,Utòpic LAB Mallorca,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8424,Join Coworking Office,https://joincoworkingoffice.com/,+34 971 38 82 47,,Join Coworking Office,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8425,De Veri - Espacio de Trabajo,https://deveri.net/147-2/,+34 971 71 39 29,,De Veri - Espacio de Trabajo,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8426,Buenaonda Co-working and Private Offices,https://www.buenaonda.space/,+34 689 05 66 16,,Buenaonda Co-working and Private Offices,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8427,Coworking Son Cladera,https://coworkingsonclader.wixsite.com/coworking-soncladera,+34 658 33 25 73,,Coworking Son Cladera,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8428,Teila Fabrika,http://teilafabrika.eus/,+34 689 65 97 77,,Teila Fabrika,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8429,Coworking Puntal,https://www.coworkingpuntal.com/,+34 653 73 44 50,,Coworking Puntal,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8430,Coworking AK10,http://www.coworkingak10.com/eu/,+34 607 69 50 40,,Coworking AK10,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8431,Coworking Fabrica de Oficios,https://www.instagram.com/fabricadeoficios/,+34 678 14 38 58,,Coworking Fabrica de Oficios,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8432,EUSKALWORKING NEW2020,http://euskalworking-new2020.webnode.es/,+34 944 65 60 38,,EUSKALWORKING NEW2020,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8433,BeWorking,https://www.be-working.com/,+34 951 90 59 67,,BeWorking,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8434,International Coworking Valencia,http://internationalcoworking.net/,+34 963 15 57 02,,International Coworking Valencia,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8435,MIC COWORKING Fuengirola - Mijas,http://www.miccoworking.es/,+34 952 46 89 10,,MIC COWORKING Fuengirola - Mijas,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8436,ESPACIO DCOLLAB I Coworking y oficinas,http://dcollab.com/,+34 682 11 44 66,,ESPACIO DCOLLAB I Coworking y oficinas,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8437,Worklife Co-living S.L.U.,http://www.worklifecoliving.com/,+34 619 27 56 80,,Worklife Co-living S.L.U.,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8438,Oficinas YA Las Tablas,http://www.oficinasya.es/,+34 918 29 85 00,,Oficinas YA Las Tablas,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8439,Micelium Coworking Space - Tu coworking en Dénia,https://www.micelium.es/,+34 685 58 14 22,,Micelium Coworking Space - Tu coworking en Dénia,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8440,Coklub,http://coklub.com/,+34 918 31 13 46,,Coklub,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8441,Coworking Art Crew,http://espaciogeranios.com/,+34 667 86 40 98,,Coworking Art Crew,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8442,Terminal Este Coworking,http://www.terminalestecoworking.com/,+34 615 30 23 23,,Terminal Este Coworking,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8443,V11 Coworking Alicante Despachos privados Virtual Office,NULL,+34 681 65 55 79,,V11 Coworking Alicante Despachos privados Virtual Office,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8444,Coworking CN Málaga,https://cncentrosdenegocios.com/,+34 951 84 04 08,,Coworking CN Málaga,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8445,Max Ventures,https://www.maxventures.es/,+34 604 30 65 58,,Max Ventures,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8446,The Art/Work Club - El Club ArtWork,NULL,+34 644 71 24 91,,The Art/Work Club - El Club ArtWork,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8447,"Alquiler de aulas en Mallorca, Academía Mari Angeles",http://www.academiamariangeles.com/,+34 619 38 90 07,,"Alquiler de aulas en Mallorca, Academía Mari Angeles",NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8448,Ses fonts | Centro de Negocios & Coworking,NULL,+34 633 69 92 26,,Ses fonts | Centro de Negocios & Coworking,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8449,PalmaCo.work,NULL,+34 617 61 71 00,,PalmaCo.work,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8450,SAC GmbH - Event Location,https://www.sac.de/event-location-palma/,+49 6151 81330,,SAC GmbH - Event Location,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8451,Esblank,https://esblank.com/,+34 677 46 68 60,,Esblank,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8452,Cómodo&Co Minaco,NULL,+34 971 57 89 14,,Cómodo&Co Minaco,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8453,ESPACIO C11 COWORKING,https://www.espacioc11.com/,+34 661 63 45 73,,ESPACIO C11 COWORKING,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8454,MUNAY - HERBOLARIO - SALA DE TERAPIAS - CENTRO COWORKING,https://conceptomunay.com/,+34 691 23 76 56,,MUNAY - HERBOLARIO - SALA DE TERAPIAS - CENTRO COWORKING,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8455,Allglassenergy,http://www.co-working-mallorca.com/,+34 971 12 69 55,,Allglassenergy,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8456,Regus Plaza España,https://www.regus.com/es-es/spain/palma-de-mallorca/plaza-espana-6780?utm_source=google_uberall&utm_medium=places&utm_campaign=uberall&utm_content=uberall,+34 917 93 67 40,,Regus Plaza España,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8457,SAFTI - l'Orangerie de Palma - coworking inmobiliario,https://www.safti.es/tu-asesor-safti/jeremy-couput/contacto,+34 652 11 45 87,,SAFTI - l'Orangerie de Palma - coworking inmobiliario,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8458,White Forest - Coworking Las Palmas,https://www.whiteforest.es/,+34 609 93 46 85,,White Forest - Coworking Las Palmas,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8459,FRENCH CONNECTION,NULL,+34 613 20 09 37,,FRENCH CONNECTION,NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
8460,"OceanWorking, Coworking en Maspalomas",https://oceanworking.es/coworking-maspalomas/,+34 658 74 96 24,,"OceanWorking, Coworking en Maspalomas",NULL,NULL,106,10,82,NULL,NULL,,NULL,NULL,NULL,0,0,2,1,0,9/30/2025,9/30/2025 16:17,9/30/2025 16:17,NULL
